Gene ID
3300037099 assembled Ga0334873_009293_3603_5318
3300037099 assembled Ga0334873_028386_631_2283
3300036912 assembled Ga0334876_007363_15_1466
3300036912 assembled Ga0334876_011113_15_1466
3300036912 assembled Ga0334876_023544_376_2055
3300036929 assembled Ga0334880_009071_1314_2993
3300037062 assembled Ga0334881_000260_27936_29624
3300037062 assembled Ga0334881_004648_2353_4029
3300033174 assembled Ga0334882_1000001339
3300033174 assembled Ga0334882_100002985
3300033174 assembled Ga0334882_100032947
3300033174 assembled Ga0334882_100034775
3300033174 assembled Ga0334882_100043631
3300033174 assembled Ga0334882_100051627
3300033174 assembled Ga0334882_100054551
3300033174 assembled Ga0334882_10005858
3300033174 assembled Ga0334882_100149420
3300033174 assembled Ga0334882_10021177
3300033174 assembled Ga0334882_10028732
3300033174 assembled Ga0334882_10030456
3300033174 assembled Ga0334882_100309521
3300033174 assembled Ga0334882_10036829
3300033174 assembled Ga0334882_10068916
3300033174 assembled Ga0334882_10541801
3300033177 assembled Ga0334883_1000090160
3300033177 assembled Ga0334883_100066027
3300033177 assembled Ga0334883_100087842
3300033177 assembled Ga0334883_100108031
3300033177 assembled Ga0334883_100170328
3300033177 assembled Ga0334883_100191623
3300033177 assembled Ga0334883_100196220
3300033177 assembled Ga0334883_10033018
3300033177 assembled Ga0334883_10035045
3300033177 assembled Ga0334883_10073979
3300033177 assembled Ga0334883_10079863
3300033177 assembled Ga0334883_10212192
3300033177 assembled Ga0334883_10239951
3300033177 assembled Ga0334883_10445282
3300033177 assembled Ga0334883_10446372
3300033177 assembled Ga0334883_10492761
3300033170 assembled Ga0334884_100046969
3300033170 assembled Ga0334884_10010429
3300033170 assembled Ga0334884_100125745
3300033170 assembled Ga0334884_100143420
3300033170 assembled Ga0334884_100171110
3300033170 assembled Ga0334884_100201220
3300033170 assembled Ga0334884_100216110
3300033170 assembled Ga0334884_10024424
3300033170 assembled Ga0334884_100252916
3300033170 assembled Ga0334884_100254415
3300033170 assembled Ga0334884_10037305
3300033170 assembled Ga0334884_10042709
3300033170 assembled Ga0334884_10046798
3300033170 assembled Ga0334884_10094753
3300033170 assembled Ga0334884_10119884
3300033170 assembled Ga0334884_10207101
3300033170 assembled Ga0334884_10218732
3300033170 assembled Ga0334884_10565141
3300033170 assembled Ga0334884_10593111
3300033178 assembled Ga0334885_100036272
3300033178 assembled Ga0334885_100070127
3300033178 assembled Ga0334885_100078819
3300033178 assembled Ga0334885_100099335
3300033178 assembled Ga0334885_100134114
3300033178 assembled Ga0334885_100291714
3300033178 assembled Ga0334885_10030701
3300033178 assembled Ga0334885_100343513
3300033178 assembled Ga0334885_100487211
3300033178 assembled Ga0334885_10055136
3300033178 assembled Ga0334885_10068015
3300033178 assembled Ga0334885_10068031
3300033178 assembled Ga0334885_10081675
3300033178 assembled Ga0334885_10087196
3300033178 assembled Ga0334885_10264773
3300033178 assembled Ga0334885_10535411
3300033176 assembled Ga0334886_1000065152
3300033176 assembled Ga0334886_100017078
3300033176 assembled Ga0334886_10003844
3300033176 assembled Ga0334886_100071818
3300033176 assembled Ga0334886_100098835
3300033176 assembled Ga0334886_100145920
3300033176 assembled Ga0334886_100146923
3300033176 assembled Ga0334886_10019265
3300033176 assembled Ga0334886_10034528
3300033176 assembled Ga0334886_100350614
3300033176 assembled Ga0334886_10040385
3300033176 assembled Ga0334886_100497213
3300033176 assembled Ga0334886_10074154
3300033176 assembled Ga0334886_10098284
3300033176 assembled Ga0334886_10150244
3300033176 assembled Ga0334886_10275982
3300033176 assembled Ga0334886_10309912
3300033176 assembled Ga0334886_10598701
3300033169 assembled Ga0334887_100007035
3300033169 assembled Ga0334887_100073619
3300033169 assembled Ga0334887_100169620
3300033169 assembled Ga0334887_10019148
3300033169 assembled Ga0334887_100226921
3300033169 assembled Ga0334887_10039282
3300033169 assembled Ga0334887_10042027
3300033169 assembled Ga0334887_100458614
3300033169 assembled Ga0334887_10046471
3300033169 assembled Ga0334887_100520510
3300033169 assembled Ga0334887_10107474
3300033169 assembled Ga0334887_10148204
3300033169 assembled Ga0334887_10177534
3300033169 assembled Ga0334887_10195532
3300033169 assembled Ga0334887_10411032
3300033172 assembled Ga0334888_100008235
3300033172 assembled Ga0334888_100056851
3300033172 assembled Ga0334888_10006128
3300033172 assembled Ga0334888_100078118
3300033172 assembled Ga0334888_100089531
3300033172 assembled Ga0334888_100166020
3300033172 assembled Ga0334888_10023851
3300033172 assembled Ga0334888_100273920
3300033172 assembled Ga0334888_100309810
3300033172 assembled Ga0334888_10043359
3300033172 assembled Ga0334888_10069686
3300033172 assembled Ga0334888_10095541
3300033172 assembled Ga0334888_10110814
3300033172 assembled Ga0334888_10167341
3300033172 assembled Ga0334888_10183874
3300033173 assembled Ga0334889_100005420
3300033173 assembled Ga0334889_100069013
3300033173 assembled Ga0334889_10010949
3300033173 assembled Ga0334889_100114019
3300033173 assembled Ga0334889_100132818
3300033173 assembled Ga0334889_100136426
3300033173 assembled Ga0334889_100171020
3300033173 assembled Ga0334889_100454514
3300033173 assembled Ga0334889_10053572
3300033173 assembled Ga0334889_10074075
3300033173 assembled Ga0334889_10076637
3300033173 assembled Ga0334889_10107984
3300033173 assembled Ga0334889_10147755
3300033173 assembled Ga0334889_10344152
3300033173 assembled Ga0334889_10382981
3300033175 assembled Ga0334890_100007420
3300033175 assembled Ga0334890_100050272
3300033175 assembled Ga0334890_100108445
3300033175 assembled Ga0334890_10013089
3300033175 assembled Ga0334890_100172017
3300033175 assembled Ga0334890_100173220
3300033175 assembled Ga0334890_100261112
3300033175 assembled Ga0334890_100269020
3300033175 assembled Ga0334890_10100992
3300033175 assembled Ga0334890_10111354
3300033175 assembled Ga0334890_10119744
3300033175 assembled Ga0334890_10129314
3300033175 assembled Ga0334890_10144122
3300033175 assembled Ga0334890_10156021
3300033175 assembled Ga0334890_10237892
3300033175 assembled Ga0334890_10439031
3300034686 assembled Ga0334891_000378_6921_8600
3300034686 assembled Ga0334891_000437_37658_39337
3300034686 assembled Ga0334891_001186_16069_17748
3300034686 assembled Ga0334891_001389_15669_17324
3300034686 assembled Ga0334891_001711_10164_11816
3300034686 assembled Ga0334891_002805_5976_7628
3300034686 assembled Ga0334891_003949_282_1988
3300034686 assembled Ga0334891_004824_3_1205
3300034686 assembled Ga0334891_006050_6280_7932
3300034686 assembled Ga0334891_010163_1_1545
3300034686 assembled Ga0334891_011802_2_1612
3300034686 assembled Ga0334891_013743_1_1515
3300034686 assembled Ga0334891_020554_1704_3080
3300034686 assembled Ga0334891_037656_15_1340
3300033165 assembled Ga0334892_1000001192
3300033165 assembled Ga0334892_1000003400
3300033165 assembled Ga0334892_100025647
3300033165 assembled Ga0334892_100026910
3300033165 assembled Ga0334892_100036527
3300033165 assembled Ga0334892_10004139
3300033165 assembled Ga0334892_100098720
3300033165 assembled Ga0334892_100235713
3300033165 assembled Ga0334892_10025229
3300033165 assembled Ga0334892_10049305
3300033165 assembled Ga0334892_10068442
3300033165 assembled Ga0334892_10133832
3300033165 assembled Ga0334892_10366011
3300033165 assembled Ga0334892_10491211
3300033161 assembled Ga0334893_1000001192
3300033161 assembled Ga0334893_1000004398
3300033161 assembled Ga0334893_100028847
3300033161 assembled Ga0334893_100030175
3300033161 assembled Ga0334893_100041227
3300033161 assembled Ga0334893_10004628
3300033161 assembled Ga0334893_10005692
3300033161 assembled Ga0334893_100114011
3300033161 assembled Ga0334893_10014469
3300033161 assembled Ga0334893_10056964
3300033161 assembled Ga0334893_10206812
3300033161 assembled Ga0334893_10214311
3300033161 assembled Ga0334893_10234721
3300033164 assembled Ga0334894_10000011119
3300033164 assembled Ga0334894_1000002339
3300033164 assembled Ga0334894_100024875
3300033164 assembled Ga0334894_100034841
3300033164 assembled Ga0334894_100036913
3300033164 assembled Ga0334894_10003978
3300033164 assembled Ga0334894_100050624
3300033164 assembled Ga0334894_100096811
3300033164 assembled Ga0334894_10021382
3300033164 assembled Ga0334894_10049382
3300033164 assembled Ga0334894_10073311
3300033164 assembled Ga0334894_10214012
3300033164 assembled Ga0334894_10358501
3300033171 assembled Ga0334895_10000011119
3300033171 assembled Ga0334895_1000002339
3300033171 assembled Ga0334895_100012879
3300033171 assembled Ga0334895_100024847
3300033171 assembled Ga0334895_100030175
3300033171 assembled Ga0334895_100059634
3300033171 assembled Ga0334895_100120911
3300033171 assembled Ga0334895_100175318
3300033171 assembled Ga0334895_10022977
3300033171 assembled Ga0334895_10080664
3300033171 assembled Ga0334895_10105012
3300033171 assembled Ga0334895_10136541
3300033171 assembled Ga0334895_10325902
3300033171 assembled Ga0334895_10378241
3300033171 assembled Ga0334895_10379692
3300033171 assembled Ga0334895_10393521
3300033171 assembled Ga0334895_10435622
3300037528 assembled Ga0334897_000011_26926_28578
3300037528 assembled Ga0334897_000054_128604_130259
3300037528 assembled Ga0334897_000415_63228_64880
3300037528 assembled Ga0334897_000505_27628_29283
3300037528 assembled Ga0334897_000517_26405_28060
3300037528 assembled Ga0334897_000562_20968_22623
3300037528 assembled Ga0334897_000594_45038_46717
3300037528 assembled Ga0334897_000639_46376_48055
3300037528 assembled Ga0334897_001304_20790_22442
3300037528 assembled Ga0334897_001562_9902_11581
3300037528 assembled Ga0334897_006059_1879_3585
3300037528 assembled Ga0334897_009074_1704_3383
3300037528 assembled Ga0334897_010460_2144_3799
3300037528 assembled Ga0334897_043552_3_1340
3300037528 assembled Ga0334897_055531_3_1325
3300037528 assembled Ga0334897_063489_3_1247
3300033167 assembled Ga0334898_1000016399
3300033167 assembled Ga0334898_1000058121
3300033167 assembled Ga0334898_100038435
3300033167 assembled Ga0334898_100055051
3300033167 assembled Ga0334898_10005868
3300033167 assembled Ga0334898_100105210
3300033167 assembled Ga0334898_100137120
3300033167 assembled Ga0334898_100159819
3300033167 assembled Ga0334898_10020138
3300033167 assembled Ga0334898_10028623
3300033167 assembled Ga0334898_10049537
3300033167 assembled Ga0334898_10080384
3300033167 assembled Ga0334898_10119803
3300033167 assembled Ga0334898_10169202
3300033167 assembled Ga0334898_10380931
3300033166 assembled Ga0334900_100047519
3300033166 assembled Ga0334900_100048913
3300033166 assembled Ga0334900_100052141
3300033166 assembled Ga0334900_100058748
3300033166 assembled Ga0334900_100068142
3300033166 assembled Ga0334900_100120024
3300033166 assembled Ga0334900_100131920
3300033166 assembled Ga0334900_10015986
3300033166 assembled Ga0334900_100164417
3300033166 assembled Ga0334900_10072745
3300033166 assembled Ga0334900_10074894
3300033162 assembled Ga0334901_100004392
3300033162 assembled Ga0334901_100037424
3300033162 assembled Ga0334901_100044213
3300033162 assembled Ga0334901_10004768
3300033162 assembled Ga0334901_100049510
3300033162 assembled Ga0334901_100060536
3300033162 assembled Ga0334901_100083135
3300033162 assembled Ga0334901_10010349
3300033162 assembled Ga0334901_100126411
3300033162 assembled Ga0334901_10047058
3300033162 assembled Ga0334901_10071584
3300033162 assembled Ga0334901_10121311
3300033162 assembled Ga0334901_10178441
3300033162 assembled Ga0334901_10283241
3300033162 assembled Ga0334901_10337361
3300033991 assembled Ga0334965_0014895_1893_3614
3300033991 assembled Ga0334965_0041231_3_1619
3300033991 assembled Ga0334965_0059155_2_1294
3300033991 assembled Ga0334965_0084080_2_1423
3300033991 assembled Ga0334965_0104040_3_1247
3300033991 assembled Ga0334965_0106393_2_1231
3300034981 assembled Ga0334967_010187_20_1693
3300034983 assembled Ga0334969_018427_85_1707
3300034984 assembled Ga0334970_002573_988_2739
3300032893 assembled Ga0335069_10000150118
3300032893 assembled Ga0335069_100036846
3300032829 assembled Ga0335070_10000005411
3300032829 assembled Ga0335070_1000111329
3300032829 assembled Ga0335070_100591654
3300032829 assembled Ga0335070_100740732
3300032829 assembled Ga0335070_100828681
3300032829 assembled Ga0335070_100907524
3300032829 assembled Ga0335070_101339582
3300032829 assembled Ga0335070_101392692
3300032829 assembled Ga0335070_101740832
3300032829 assembled Ga0335070_102356083
3300032829 assembled Ga0335070_104010131
3300032897 assembled Ga0335071_1000042444
3300032897 assembled Ga0335071_1000122225
3300032897 assembled Ga0335071_1000145714
3300032897 assembled Ga0335071_100027926
3300032897 assembled Ga0335071_100220737
3300032897 assembled Ga0335071_100381795
3300032897 assembled Ga0335071_100484263
3300032897 assembled Ga0335071_100649483
3300032897 assembled Ga0335071_100820815
3300032897 assembled Ga0335071_101094743
3300032897 assembled Ga0335071_101395762
3300032897 assembled Ga0335071_101438192
3300032897 assembled Ga0335071_102272272
3300032897 assembled Ga0335071_102754311
3300032897 assembled Ga0335071_102859761
3300032897 assembled Ga0335071_104439621
3300033134 assembled Ga0335073_102176982
3300032805 assembled Ga0335078_1000652911
3300032805 assembled Ga0335078_100172585
3300032783 assembled Ga0335079_100228113
3300032783 assembled Ga0335079_100983741
3300032783 assembled Ga0335079_101134251
3300032783 assembled Ga0335079_103903121
3300032828 assembled Ga0335080_1000556213
3300032828 assembled Ga0335080_101183982
