Gene ID
3300007999 assembled Ga0105163_10060261
3300007999 assembled Ga0105163_10064983
3300007776 assembled Ga0105674_10018072
3300007771 assembled Ga0105700_10082981
3300008077 assembled Ga0105964_100048933
3300007896 assembled Ga0111484_10058004
3300009167 assembled Ga0113563_100265084
3300009167 assembled Ga0113563_101304811
3300009167 assembled Ga0113563_103237652
3300009149 assembled Ga0114918_100586641
3300009529 assembled Ga0114919_1000433210
3300009529 assembled Ga0114919_100091022
3300009529 assembled Ga0114919_100604072
3300011118 assembled Ga0114922_102085421
3300011118 assembled Ga0114922_102248531
3300009502 assembled Ga0114951_1000097919
3300009502 assembled Ga0114951_1000109327
3300009502 assembled Ga0114951_100024027
3300009502 assembled Ga0114951_101291211
3300009194 assembled Ga0114983_10024116
3300009111 assembled Ga0115026_100196571
3300009111 assembled Ga0115026_100234073
3300009111 assembled Ga0115026_100498641
3300009179 assembled Ga0115028_100197042
3300009179 assembled Ga0115028_100804381
3300008468 assembled Ga0115358_100001405
3300008468 assembled Ga0115358_100002173
3300008468 assembled Ga0115358_100028062
3300008468 assembled Ga0115358_100115172
3300008468 assembled Ga0115358_101850071
3300008340 assembled Ga0115359_100002025
3300008340 assembled Ga0115359_100009032
3300008340 assembled Ga0115359_100110111
3300008340 assembled Ga0115359_101088941
3300008340 assembled Ga0115359_104617971
3300008465 assembled Ga0115360_100015811
3300008805 assembled Ga0115940_10043392
3300008891 assembled Ga0115945_10025241
3300009007 assembled Ga0115968_10016491
3300008941 assembled Ga0115972_10046741
3300009399 assembled Ga0115974_10038061
3300009298 assembled Ga0115978_10003001
3300008974 assembled Ga0115980_10041541
3300008942 assembled Ga0115981_10002074
3300008942 assembled Ga0115981_10081201
3300009300 assembled Ga0115983_10036491
3300009300 assembled Ga0115983_10041862
3300008943 assembled Ga0115986_10008094
3300008944 assembled Ga0115987_10007665
3300008945 assembled Ga0115988_10053211
3300008940 assembled Ga0115997_10003045
3300008940 assembled Ga0115997_10030082
3300008970 assembled Ga0116000_10041672
3300009301 assembled Ga0116003_10002601
3300009301 assembled Ga0116003_10013032
3300008978 assembled Ga0116004_100003029
3300008978 assembled Ga0116004_100016918
3300008978 assembled Ga0116004_10017684
3300009358 assembled Ga0116005_100004229
3300009358 assembled Ga0116005_10007718
3300009358 assembled Ga0116005_10012952
3300009359 assembled Ga0116006_10007995
3300009359 assembled Ga0116006_10040152
3300009359 assembled Ga0116006_10048051
3300008979 assembled Ga0116007_10051221
3300009615 assembled Ga0116103_10006898
3300009614 assembled Ga0116104_1000036151
3300009614 assembled Ga0116104_10026176
3300009645 assembled Ga0116106_10001275
3300009548 assembled Ga0116107_100002417
3300009548 assembled Ga0116107_10070743
3300009519 assembled Ga0116108_10046895
3300009519 assembled Ga0116108_10078375
3300009643 assembled Ga0116110_10000014
3300009636 assembled Ga0116112_10019052
3300009636 assembled Ga0116112_10046013
3300009630 assembled Ga0116114_1000002215
3300009621 assembled Ga0116116_10269811
3300009637 assembled Ga0116118_10002224
3300009629 assembled Ga0116119_10024968
3300009629 assembled Ga0116119_10033272
3300009641 assembled Ga0116120_100033143
3300009641 assembled Ga0116120_10038273
3300009644 assembled Ga0116121_10000014
3300009639 assembled Ga0116122_100014943
3300009617 assembled Ga0116123_1000026130
3300009617 assembled Ga0116123_10056875
3300009617 assembled Ga0116123_10157881
3300009634 assembled Ga0116124_10126342
3300009640 assembled Ga0116126_10000034
3300009618 assembled Ga0116127_10026092
3300009518 assembled Ga0116128_10013403
3300009518 assembled Ga0116128_10066834
3300009518 assembled Ga0116128_10230081
3300009762 assembled Ga0116130_100077418
3300009760 assembled Ga0116131_10022363
3300009760 assembled Ga0116131_10049701
3300009646 assembled Ga0116132_10058032
3300009764 assembled Ga0116134_10000054
3300009549 assembled Ga0116137_100031523
3300009549 assembled Ga0116137_10036606
3300009549 assembled Ga0116137_10071631
3300009693 assembled Ga0116141_100290461
3300009693 assembled Ga0116141_100985101
3300009693 assembled Ga0116141_101108812
3300009685 assembled Ga0116142_1000175826
3300009685 assembled Ga0116142_100036832
3300009685 assembled Ga0116142_100037967
3300009685 assembled Ga0116142_100139635
3300009685 assembled Ga0116142_100312683
3300009685 assembled Ga0116142_100537033
3300009690 assembled Ga0116143_100010156
3300009690 assembled Ga0116143_100038157
3300009690 assembled Ga0116143_100051891
3300009690 assembled Ga0116143_100284121
3300009690 assembled Ga0116143_100402851
3300009690 assembled Ga0116143_100957831
3300009687 assembled Ga0116144_100037457
3300009687 assembled Ga0116144_1000409815
3300009687 assembled Ga0116144_100491641
3300009687 assembled Ga0116144_100873872
3300009687 assembled Ga0116144_101245991
3300009704 assembled Ga0116145_10006302
3300009704 assembled Ga0116145_100261213
3300009704 assembled Ga0116145_10094465
3300009704 assembled Ga0116145_10098806
3300009704 assembled Ga0116145_10115365
3300009704 assembled Ga0116145_10705891
3300009704 assembled Ga0116145_10798841
3300009664 assembled Ga0116146_100084438
3300009664 assembled Ga0116146_10026097
3300009664 assembled Ga0116146_10088092
3300009664 assembled Ga0116146_10193071
3300009664 assembled Ga0116146_10316271
3300009664 assembled Ga0116146_10370423
3300009664 assembled Ga0116146_10427792
3300009664 assembled Ga0116146_10491732
3300009664 assembled Ga0116146_10537201
3300009667 assembled Ga0116147_100063838
3300009667 assembled Ga0116147_100117132
3300009667 assembled Ga0116147_100313213
3300009667 assembled Ga0116147_10054675
3300009667 assembled Ga0116147_10114134
3300009667 assembled Ga0116147_10128375
3300009667 assembled Ga0116147_10460041
3300009667 assembled Ga0116147_10460321
3300009667 assembled Ga0116147_10682622
3300009667 assembled Ga0116147_10982221
3300009669 assembled Ga0116148_10006227
3300009669 assembled Ga0116148_10081746
3300009669 assembled Ga0116148_10408702
3300009675 assembled Ga0116149_10006997
3300009675 assembled Ga0116149_10205101
3300009675 assembled Ga0116149_10415091
3300009675 assembled Ga0116149_10421231
3300009675 assembled Ga0116149_10645101
3300009778 assembled Ga0116151_100084495
3300009778 assembled Ga0116151_100093907
3300009778 assembled Ga0116151_100112647
3300009779 assembled Ga0116152_100189362
3300009838 assembled Ga0116153_100067238
3300009838 assembled Ga0116153_100207732
3300009838 assembled Ga0116153_100305752
3300009776 assembled Ga0116154_100013518
3300009776 assembled Ga0116154_100108782
3300009776 assembled Ga0116154_100304581
3300009776 assembled Ga0116154_100548292
3300009771 assembled Ga0116155_1000143111
3300009771 assembled Ga0116155_100103282
3300009771 assembled Ga0116155_100456161
3300009782 assembled Ga0116157_100189912
3300009782 assembled Ga0116157_100236924
3300009782 assembled Ga0116157_101042661
3300009783 assembled Ga0116158_100916081
3300009720 assembled Ga0116159_10003778
3300009720 assembled Ga0116159_100103214
3300009715 assembled Ga0116160_100152819
3300009715 assembled Ga0116160_10027131
3300009715 assembled Ga0116160_10899861
3300009767 assembled Ga0116161_100171014
3300009767 assembled Ga0116161_10023198
3300009767 assembled Ga0116161_10475862
3300009772 assembled Ga0116162_100017737
3300009772 assembled Ga0116162_100171242
3300009772 assembled Ga0116162_100328571
3300009713 assembled Ga0116163_10015987
3300009713 assembled Ga0116163_10344612
3300009775 assembled Ga0116164_100022767
3300009775 assembled Ga0116164_100030254
3300009712 assembled Ga0116165_100002064
3300009712 assembled Ga0116165_10014794
3300009712 assembled Ga0116165_10073542
3300009711 assembled Ga0116166_100003264
3300009711 assembled Ga0116166_10119984
3300009654 assembled Ga0116167_100002265
3300009654 assembled Ga0116167_10023184
3300009654 assembled Ga0116167_10290482
3300009654 assembled Ga0116167_10777701
3300009761 assembled Ga0116168_1000016165
3300009761 assembled Ga0116168_100144316
3300009761 assembled Ga0116168_10042394
3300009761 assembled Ga0116168_10147232
3300009761 assembled Ga0116168_10398321
3300009653 assembled Ga0116169_100029937
3300009653 assembled Ga0116169_100093619
3300009694 assembled Ga0116170_1000108117
3300009694 assembled Ga0116170_100020168
3300009694 assembled Ga0116170_100071416
3300009694 assembled Ga0116170_100235804
