#OTUID ID	taxonomy	Confidence
02c2f6f20790990a09d342931207e897	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__	0.8102693983986545
02c3ba852509aac17d64841e8b066843	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__pLW-20;s__	0.9999974450356842
02c4c2e84fbe5c479427ed5de3df0d0b	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__661239;f__661239;g__661239;s__	0.9999918733411971
02cf1fc0194885d71d99b6a7c87f14b1	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__SHA-41;g__SHA-41;s__	0.7771721489519623
02d102b3dcb810e66a3eaf8f4c8ad5db	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacula;s__	0.7196789706393729
02d2d674b772aa37a6c24d6827a9ceba	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__uncultured;s__	0.9891319224943633
02eb6f05433478c1ac06aa8528dd646c	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__Haliangium;s__	0.9968636700421711
02ed041770d3e6bdb47a3ad4f89354f8	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Candidatus_Anammoximicrobium;s__	0.9999918570515548
02ee8c64027f83762592d46cc6992e4e	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Desulforhabdus;s__	0.9924664023760817
02ef5ac868aa2eabadf4997561f56a39	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae	0.9920055091926019
02f236bf953befb7db5e45ce956a22a0	d__Eukaryota;p__Nematozoa;c__Chromadorea	0.9999996189212232
02f53beff25c2d85afead77b2fa306b1	d__Bacteria	0.9999999974191556
02f9af118dcfd15dcf95569729a50e96	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae	0.9999282369080897
02f9af7c7e8c6630976d838f3f5c1b63	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__uncultured;s__	0.9215007349392274
02fee787719f1ffaf2c3919d5dca3a8f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae;g__Coxiella;s__	0.9971175704937755
